0,-1069.7315620971847, -1069.7315620971847
1,-1063.1144359898374, -1066.422999043511
2,-1425.7757297367193, -1186.2072426079137
3,-1820.5084885322117, -1344.7825540889883
4,-629.1262478268834, -1201.6512928365673
5,-1778.147692747132, -1297.7340261549948
6,-1064.6331977157522, -1264.4339078065316
7,-1302.0447827723078, -1269.1352671772534
8,-1456.8062413913215, -1289.9875976454832
9,-1402.3317430728985, -1301.2220121882247
10,-1568.9689048264395, -1325.5626387916986
11,-1252.4970977241924, -1319.4738437027397
12,-1142.6454849879917, -1305.8716622631437
13,-1237.4634942193757, -1300.9853645457317
14,-1473.0298718562408, -1312.4549983664324
15,-1683.0441686447953, -1335.6168215088303
16,-1578.7770599570672, -1349.9203649469619
17,-1688.8913501031202, -1368.7520863445263
18,-1500.6853817383414, -1375.6959439968323
19,-1268.7911884518724, -1370.3507062195845
20,-1558.3859624692677, -1379.304766040998
21,-1536.5794912304596, -1386.4536171859734
22,-1112.1013126609232, -1374.525256119667
23,-1475.6921398208758, -1378.7405429405505
24,-1062.4037205034576, -1366.0870700430667
25,-1027.6181868883139, -1353.0690360755762
26,-1069.6942853349562, -1342.5736749370346
27,-1338.2519541653246, -1342.4193277666163
28,-1436.5450783204965, -1345.665043302957
29,-1161.0233746472973, -1339.5103210144348
30,-1062.0627503228086, -1330.5603993792213
31,-1227.6426928823973, -1327.3442210511957
32,-1106.4948678535043, -1320.6518164088416
33,-1328.4071262295072, -1320.8799137565081
34,-1407.5505553816256, -1323.35621780294
35,-1177.4586137695185, -1319.3035065797894
36,-1023.1638726141299, -1311.2997326888255
37,-1099.320991565875, -1305.7213447645374
38,-1065.157423586786, -1299.5530390933131
39,-1284.1415441731317, -1299.1677517203086
40,-982.7504174164056, -1291.450255761677
41,-864.3559781131669, -1281.2813443890934
42,-771.4889138523614, -1269.4257064696346
43,-999.680385622059, -1263.295130995826
44,-1257.187525486079, -1263.1594064289427
45,-1166.3268009449225, -1261.0543497879858
46,-902.3804220412259, -1253.4229896231611
47,-1099.814608122483, -1250.2228150085634
48,-1144.2778849553542, -1248.060673578906
49,-880.2266916063003, -1240.703993939454
50,-1018.497013177806, -1236.3469943166765
51,-1038.2520264482512, -1232.537475703822
52,-1162.2517169998735, -1231.2113293131817
53,-1189.213602194482, -1230.4335936257983
54,-1141.4717827262382, -1228.8161061548972
55,-1056.0345992764903, -1225.730722103497
56,-1076.212394878503, -1223.10759355569
57,-1075.5006163230746, -1220.5626456723692
58,-1128.7369163359424, -1219.0062773785314
59,-1067.2617195051373, -1216.4772014139749
60,-1043.7640852494162, -1213.6458388539002
61,-1126.152491517088, -1212.2346558323388
62,-1157.8346950108003, -1211.371164390727
63,-1003.5582049173892, -1208.1240868989562
64,-1169.3968742211368, -1207.5282836269898
65,-906.9180624742379, -1202.9735833064938
