0,-99.01769307483617, -99.01769307483617
1,-92.97712506689741, -95.9974090708668
2,-94.09692616332799, -95.36391476835387
3,-93.36892844289159, -94.86516818698829
4,-118.37226312866191, -99.56658717532301
5,-93.04839772849371, -98.48022226751813
6,-95.722158319105, -98.08621313203055
7,-118.63502587383334, -100.65481472475588
8,-136.3869554399626, -104.62505258200106
9,-104.08548105301708, -104.57109542910266
10,-103.77918907421454, -104.49910394229465
11,-106.55231125110885, -104.67020455136252
12,-106.20568520554403, -104.78831844783802
13,-102.6740626973429, -104.63730017994551
14,-106.55647701784783, -104.76524530247232
15,-103.15787889687842, -104.6647849021227
16,-106.72813153785715, -104.78615823363648
17,-106.46263986007558, -104.879296101772
18,-106.86177666910241, -104.98363718426307
19,-106.68380841497208, -105.06864574579852
20,-106.0415408121186, -105.11497408228995
21,-106.81369213713582, -105.19218853932838
22,-106.53457325516703, -105.25055309219093
23,-106.70209736709484, -105.31103410364528
24,-102.23069870102778, -105.1878206875406
25,-106.7365112460684, -105.24738570902242
26,-105.33020663782085, -105.25045315082978
27,-106.63005699068867, -105.29972471653903
28,-102.32390027596925, -105.19711008065732
29,-106.89024125894284, -105.25354778660017
30,-102.18733767799598, -105.1546377830968
31,-102.30250741569884, -105.0655087091156
32,-102.30697674500135, -104.98191683141518
33,-106.59541400792511, -105.0293726307243
34,-106.78094301255234, -105.07941749877652
35,-106.43938337412476, -105.1171943286473
36,-102.96002424851122, -105.05889243458957
37,-102.41211646160173, -104.98924043530042
38,-101.90139332654078, -104.91006486840915
39,-102.33478338985641, -104.84568283144532
40,-103.33191940277194, -104.80876177220937
41,-102.49705826372592, -104.75372121248358
42,-103.19501854533392, -104.71747231324754
43,-102.18849066232579, -104.65999545754477
44,-101.77575776684719, -104.59590128664038
45,-101.47535513237119, -104.52806332676496
46,-102.06488583371416, -104.47565529499794
47,-103.23392884500574, -104.44978599395643
48,-102.6325904660405, -104.41270037093774
49,-102.75887140776217, -104.37962379167422
50,-101.22530206624171, -104.31777434607751
51,-102.86514888288205, -104.28983924101605
52,-102.31506084331745, -104.25257927124815
53,-103.15713042647702, -104.23229318153017
54,-102.59913301890901, -104.2025993603916
55,-103.01112673555004, -104.18132306351946
56,-101.21282794917313, -104.12924420186427
57,-102.75448064440116, -104.105541381908
58,-102.28262001558952, -104.07464440959752
59,-101.88814365777311, -104.03820273040044
60,-101.4493513734651, -103.99576254422118
61,-102.51994783681197, -103.97195908119845
62,-102.28092834751806, -103.94511732352099
63,-102.60031802741625, -103.92410483451934
64,-102.6274170470958, -103.9041557916359
65,-102.1018646430907, -103.87684834999128
66,-101.76095994533536, -103.84526792604119
67,-101.08761252304726, -103.8047141701148
68,-104.52816269040605, -103.81519893127845
69,-102.68421075609389, -103.79904195734724
70,-102.44763421046237, -103.7800080454193
71,-118.77659850188346, -103.98829402398127
72,-113.09885344785638, -104.11309620786997
73,-127.47600902384023, -104.42881124592364
74,-129.3503870694842, -104.76109892357111
75,-102.30824185355007, -104.72882448843926
76,-103.52204202176134, -104.713151988872
77,-104.66706525046627, -104.71256113325141
78,-100.78708051395851, -104.66287150515912
79,-174.11838134756562, -105.5310653781892
80,-132.44467431113, -105.86333215513908
81,-105.29384864669169, -105.85638723430435
82,-104.24355689571364, -105.83695554347796
83,-100.914792513938, -105.77835836455486
84,-102.02059798649451, -105.73414941893063
85,-105.26485099207237, -105.7286924604788
86,-133.60912098023235, -106.04915715610815
87,-138.9267551492496, -106.42276622421201
88,-133.9600296134334, -106.7321736780235
89,-101.97947195637661, -106.67936588111631
90,-130.54174085235658, -106.94158978189917
91,-135.32219248236777, -107.25007459386079
92,-133.77765271725258, -107.53531736938113
93,-137.88024688006692, -107.85813576843098
94,-142.77092691481238, -108.22563883312974
95,-132.12324586531147, -108.47457223971493
96,-128.27977202325314, -108.678749557071
97,-126.24336264671882, -108.85798030288375
98,-104.6783478107589, -108.81576179286228
99,-122.06895786465083, -108.94829375358016
100,-100.02838010266237, -108.95840062385844
101,-103.74303127275532, -109.06605968591701
102,-104.28937659834202, -109.16798419026715
103,-102.55604675932663, -109.25985537343149
104,-100.00828978239932, -109.0762156399689
105,-100.66570413788098, -109.15238870406273
106,-100.97066142044899, -109.20487373507618
107,-101.7235481211301, -109.03575895754915
108,-100.2120779508433, -108.67401018265797
109,-101.78486089437268, -108.65100398107151
110,-105.20558206915234, -108.66526791102093
111,-101.45635248441621, -108.61430832335398
112,-99.81157015587513, -108.55036717285728
113,-102.85264377929519, -108.55215298367679
114,-104.1693586012181, -108.5282817995105
115,-106.98658861448429, -108.56656889668655
116,-103.03934731616515, -108.52968105446966
117,-101.17459510278019, -108.47680060689669
118,-106.06453771819484, -108.46882821738762
119,-107.85675016952305, -108.48055763493312
120,-108.80894028880944, -108.50823162970003
121,-118.45565585285364, -108.6246512668572
122,-102.12446144241001, -108.58055014872963
123,-112.5619605469412, -108.63914878052809
124,-106.53997104617518, -108.68224150397957
125,-143.65857269476106, -109.05146211846652
126,-140.87739349245282, -109.40693398701282
127,-98.52766361863236, -109.32591005329225
128,-108.88755598017015, -109.39154661033426
129,-106.38522654072196, -109.38649646315206
130,-92.90664345149436, -109.29368952088704
131,-129.3958294418833, -109.56462274114888
132,-152.7666172014475, -110.06921914571332
133,-143.94866774778998, -110.44275168311201
134,-99.48627542605189, -110.36980500724698
135,-108.81299670841732, -110.39354114058992
136,-99.53832339070551, -110.35932413201185
137,-106.76153404371192, -110.40281830783294
138,-102.46872523973323, -110.40849162696486
139,-97.08077145802602, -110.35595150764655
140,-107.35638367131352, -110.39619615033197
141,-104.16473189834505, -110.41287288667816
142,-102.13040892872463, -110.40222679051209
143,-193.21809276085094, -111.31252281149733
144,-103.92971447087452, -111.33406237853762
145,-98.59346297630668, -111.30524345697697
146,-108.47384542339978, -111.36933305287384
147,-102.57756823929027, -111.36276944681667
148,-100.07221811730352, -111.33716572332932
149,-102.10947761625361, -111.33067178541421
150,-113.17323155675705, -111.45015108031939
151,-117.7377848025163, -111.59887743951575
152,-106.54436128889459, -111.64117044397149
153,-106.69032726731771, -111.67650241237989
154,-105.546095058222, -111.70597203277302
155,-115.23005611921101, -111.82816132660963
156,-100.62667432203206, -111.82229979033822
157,-109.1129857705788, -111.8858848416
158,-95.51301306178856, -111.81818877206199
159,-112.82206863209792, -111.92752802180524
160,-105.79619583143852, -111.97099646638499
161,-111.73937331747202, -112.06319072119159
162,-106.38078555618412, -112.10418929327825
163,-111.08854945083087, -112.1890716075124
164,-99.30906669182517, -112.15588810395968
165,-101.13899590019199, -112.14625941653068
166,-100.17890191344358, -112.13043883621178
167,-99.15648073699326, -112.11112751835122
168,-101.24127224422557, -112.07825861388943
169,-101.80468913950337, -112.06946339772352
170,-101.57389831149392, -112.06072603873385
171,-100.62920225104938, -111.8792520762255
172,-103.1372435361414, -111.77963597710834
173,-102.49470063342899, -111.52982289320421
174,-98.43863326897161, -111.22070535519912
175,-101.01636459086028, -111.20778658257221
176,-105.62940309093955, -111.22886019326397
177,-101.33021700391919, -111.1954917107985
178,-100.58536199472907, -111.19347452560622
179,-101.62822017773489, -110.4685729139079
180,-99.69205989485094, -110.14104676974513
181,-100.3261445796887, -110.09136972907508
182,-102.08770126002841, -110.06981117271826
183,-110.69545282036191, -110.16761777578249
184,-105.35878792139391, -110.20099967513148
185,-100.3622836873401, -110.15197400208413
186,-100.28495744738045, -109.81873236675563
187,-100.40279676263997, -109.43349278288956
188,-102.17824576818445, -109.11567494443705
189,-103.81577079229429, -109.13403793279622
190,-98.98215714420688, -108.81844209571473
191,-97.10429973978302, -108.43626316828887
192,-102.1911498384308, -108.12039813950067
193,-101.92482093438258, -107.76084388004381
194,-103.157460034227, -107.36470921123795
195,-114.00331827074103, -107.18350993529224
